CoCd,Material,Short Text,Plnt,SLoc,Matl Group,PO Quantity,Net Price,Net Value,Gross value,Price Date,Daily Median Net Price
7860,7101320.0,IB Ross Broiler Finisher Feed,PS21,F006,1500,15000.0,25.76,386400.0,386400.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS22,A004,1500,1250.0,29.45,36812.5,36812.5,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS22,A004,1500,2700.0,27.4,73980.0,73980.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS22,B069,1500,2200.0,29.45,64790.0,64790.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS22,B069,1500,1850.0,27.4,50690.0,50690.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS21,F002,1500,35000.0,25.76,901600.0,901600.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B575,1500,6500.0,26.26,170690.0,170690.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B582,1500,18500.0,26.26,485810.0,485810.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS37,F001,1500,4000.0,29.95,119800.0,119800.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F001,1500,11000.0,27.9,306900.0,306900.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F001,1500,5000.0,27.9,139500.0,139500.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F001,1500,5000.0,25.76,128800.0,128800.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F001,1500,4500.0,27.9,125550.0,125550.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F001,1500,6000.0,25.76,154560.0,154560.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS37,F001,1500,5000.0,29.95,149750.0,149750.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F001,1500,9500.0,27.9,265050.0,265050.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F001,1500,30000.0,25.76,772800.0,772800.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS21,F005,1500,35000.0,25.76,901600.0,901600.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS27,B585,1500,2000.0,29.45,58900.0,58900.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS27,B585,1500,4400.0,27.4,120560.0,120560.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B585,1500,7400.0,25.26,186924.0,186924.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B415,1500,11200.0,25.26,282912.0,282912.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS37,F001,1500,4500.0,29.95,134775.0,134775.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F001,1500,11000.0,27.9,306900.0,306900.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F001,1500,5000.0,27.9,139500.0,139500.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F001,1500,9500.0,25.76,244720.0,244720.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS22,A934,1500,5550.0,29.45,163447.5,163447.5,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS22,A934,1500,4450.0,27.4,121930.0,121930.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B140,1500,13700.0,25.26,346062.0,346062.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B352,1500,3650.0,25.26,92199.0,92199.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B564,1500,7650.0,25.26,193239.0,193239.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,A951,1500,10000.0,26.26,262600.0,262600.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B344,1500,2600.0,26.26,68276.0,68276.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,F004,1500,12400.0,26.26,325624.0,325624.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS23,B083,1500,3300.0,30.75,101475.0,101475.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS23,B083,1500,7250.0,28.7,208075.0,208075.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS23,B083,1500,4950.0,26.56,131472.0,131472.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS23,A828,1500,1250.0,30.75,38437.5,38437.5,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS23,A828,1500,2750.0,28.7,78925.0,78925.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS23,A828,1500,5500.0,26.56,146080.0,146080.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS27,A405,1500,6700.0,27.4,183580.0,183580.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,A405,1500,18300.0,25.26,462258.0,462258.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F004,1500,13500.0,25.76,347760.0,347760.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F004,1500,8500.0,25.76,218960.0,218960.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS37,F004,1500,6500.0,27.9,181350.0,181350.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F004,1500,9000.0,25.76,231840.0,231840.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F004,1500,4500.0,25.76,115920.0,115920.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F004,1500,5000.0,25.76,128800.0,128800.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS27,B456,1500,1400.0,30.45,42630.0,42630.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS27,B456,1500,3150.0,28.4,89460.0,89460.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS27,B519,1500,1250.0,30.45,38062.5,38062.5,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS27,B519,1500,2700.0,28.4,76680.0,76680.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS27,B518,1500,1700.0,30.45,51765.0,51765.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS27,B518,1500,3750.0,28.4,106500.0,106500.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B518,1500,1150.0,26.26,30199.0,30199.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS27,B520,1500,4150.0,30.45,126367.5,126367.5,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS27,B520,1500,8750.0,28.4,248500.0,248500.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS27,B520,1500,2000.0,26.26,52520.0,52520.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS37,F004,1500,25000.0,25.76,644000.0,644000.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F001,1500,4000.0,28.77,115080.0,115080.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F001,1500,4250.0,27.84,118320.0,118320.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F001,1500,3750.0,29.98,112425.0,112425.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F001,1500,6000.0,28.77,172620.0,172620.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F001,1500,4000.0,27.84,111360.0,111360.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F006,1500,5000.0,28.77,143850.0,143850.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F006,1500,14000.0,27.84,389760.0,389760.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F003,1500,2500.0,29.98,74950.0,74950.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F003,1500,10250.0,28.77,294892.5,294892.5,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F003,1500,6250.0,27.84,174000.0,174000.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F007,1500,3000.0,27.84,83520.0,83520.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F007,1500,16000.0,28.77,460320.0,460320.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F003,1500,1500.0,29.98,44970.0,44970.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F003,1500,11500.0,27.84,320160.0,320160.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F003,1500,6000.0,28.77,172620.0,172620.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F002,1500,2500.0,29.98,74950.0,74950.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F002,1500,7500.0,28.77,215775.0,215775.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F001,1500,4500.0,29.98,134910.0,134910.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F001,1500,6500.0,27.84,180960.0,180960.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F001,1500,1000.0,28.77,28770.0,28770.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F001,1500,4250.0,28.77,122272.5,122272.5,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F001,1500,1750.0,29.98,52465.0,52465.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F001,1500,4000.0,27.84,111360.0,111360.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F005,1500,5000.0,31.04,155200.0,155200.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F005,1500,20000.0,28.84,576800.0,576800.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F006,1500,5000.0,30.36,151800.0,151800.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F006,1500,7000.0,28.16,197120.0,197120.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F006,1500,8000.0,29.08,232640.0,232640.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F003,1500,10000.0,29.08,290800.0,290800.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F003,1500,10000.0,28.16,281600.0,281600.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F003,1500,5000.0,30.36,151800.0,151800.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F002,1500,2000.0,30.36,60720.0,60720.0,2019-01-04,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F002,1500,5000.0,28.16,140800.0,140800.0,2019-01-04,26.41
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F002,1500,2000.0,29.08,58160.0,58160.0,2019-01-04,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F002,1500,5000.0,31.04,155200.0,155200.0,2019-01-05,29.95
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F002,1500,12500.0,29.76,372000.0,372000.0,2019-01-05,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F002,1500,12500.0,28.84,360500.0,360500.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F002,1500,7500.0,31.04,232800.0,232800.0,2019-01-05,29.95
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F002,1500,13500.0,29.76,401760.0,401760.0,2019-01-05,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F002,1500,10500.0,28.84,302820.0,302820.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F006,1500,20000.0,29.76,595200.0,595200.0,2019-01-05,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F006,1500,4000.0,31.04,124160.0,124160.0,2019-01-05,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F006,1500,9000.0,28.84,259560.0,259560.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F002,1500,4000.0,28.16,112640.0,112640.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F002,1500,2000.0,30.36,60720.0,60720.0,2019-01-05,29.95
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F002,1500,3000.0,29.08,87240.0,87240.0,2019-01-05,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F004,1500,17500.0,28.84,504700.0,504700.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F004,1500,2500.0,31.04,77600.0,77600.0,2019-01-06,29.45
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F004,1500,5000.0,29.76,148800.0,148800.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F004,1500,2500.0,31.04,77600.0,77600.0,2019-01-06,29.45
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F004,1500,7500.0,29.76,223200.0,223200.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F004,1500,15000.0,28.84,432600.0,432600.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F007,1500,10000.0,29.76,297600.0,297600.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F007,1500,5000.0,31.04,155200.0,155200.0,2019-01-06,29.45
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F007,1500,15000.0,28.84,432600.0,432600.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F009,1500,4000.0,31.04,124160.0,124160.0,2019-01-06,29.45
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F009,1500,9500.0,29.76,282720.0,282720.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F009,1500,9500.0,28.84,273980.0,273980.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F003,1500,5000.0,30.36,151800.0,151800.0,2019-01-06,29.45
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F003,1500,12500.0,28.16,352000.0,352000.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F003,1500,7500.0,29.08,218100.0,218100.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F004,1500,7500.0,28.16,211200.0,211200.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F004,1500,5000.0,30.36,151800.0,151800.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F004,1500,7500.0,29.08,218100.0,218100.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F001,1500,5000.0,29.76,148800.0,148800.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F001,1500,6000.0,28.84,173040.0,173040.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F001,1500,5000.0,31.04,155200.0,155200.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F005,1500,15000.0,28.84,432600.0,432600.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F005,1500,4000.0,31.04,124160.0,124160.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F005,1500,6000.0,29.76,178560.0,178560.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F003,1500,10000.0,29.76,297600.0,297600.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F003,1500,18000.0,28.84,519120.0,519120.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F003,1500,5000.0,31.04,155200.0,155200.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F006,1500,5000.0,30.36,151800.0,151800.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F006,1500,5000.0,29.08,145400.0,145400.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F006,1500,5000.0,29.08,145400.0,145400.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F006,1500,5000.0,28.16,140800.0,140800.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F004,1500,10000.0,28.16,281600.0,281600.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F004,1500,9000.0,30.36,273240.0,273240.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F004,1500,4000.0,29.08,116320.0,116320.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F006,1500,6000.0,29.08,174480.0,174480.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F006,1500,6000.0,28.16,168960.0,168960.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F003,1500,3000.0,30.36,91080.0,91080.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F003,1500,3000.0,28.16,84480.0,84480.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F003,1500,4000.0,29.08,116320.0,116320.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F001,1500,7500.0,31.04,232800.0,232800.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F001,1500,7500.0,29.76,223200.0,223200.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F001,1500,11000.0,28.84,317240.0,317240.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F013,1500,2500.0,31.04,77600.0,77600.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F013,1500,9500.0,29.76,282720.0,282720.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F013,1500,5000.0,28.84,144200.0,144200.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F004,1500,2500.0,31.04,77600.0,77600.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F004,1500,10000.0,28.84,288400.0,288400.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F004,1500,12500.0,29.76,372000.0,372000.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F005,1500,2500.0,31.04,77600.0,77600.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F005,1500,10000.0,29.76,297600.0,297600.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F005,1500,17500.0,28.84,504700.0,504700.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS19,F005,1500,2500.0,31.04,77600.0,77600.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Finisher Feed,PS19,F005,1500,15000.0,28.84,432600.0,432600.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Starter Feed,PS19,F005,1500,12500.0,29.76,372000.0,372000.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F004,1500,3500.0,28.16,98560.0,98560.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F004,1500,3500.0,29.08,101780.0,101780.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F004,1500,2000.0,30.36,60720.0,60720.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F004,1500,5000.0,28.16,140800.0,140800.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F004,1500,5000.0,29.08,145400.0,145400.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS10,F006,1500,4000.0,30.36,121440.0,121440.0,2019-01-09,30.15
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F006,1500,8000.0,28.16,225280.0,225280.0,2019-01-09,27.64
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F006,1500,8000.0,29.08,232640.0,232640.0,2019-01-09,28.74
7860,7101320.0,IB Ross Broiler Starter Feed,PS10,F004,1500,4000.0,29.08,116320.0,116320.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS10,F004,1500,8000.0,28.16,225280.0,225280.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS03,F001,1500,25000.0,29.57,739250.0,739250.0,2019-01-05,29.95
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS33,F001,1500,4250.0,29.98,127415.0,127415.0,2019-01-05,29.95
7860,7101320.0,IB Ross Broiler Finisher Feed,PS33,F001,1500,5000.0,27.84,139200.0,139200.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS33,F001,1500,750.0,28.77,21577.5,21577.5,2019-01-05,28.12
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS29,F006,1500,7950.0,30.26,240567.0,240567.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS29,F006,1500,11000.0,29.05,319550.0,319550.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS06,T002,1500,15000.0,27.34,410100.0,410100.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS06,T002,1500,2500.0,28.14,70350.0,70350.0,2019-01-05,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS06,T002,1500,12500.0,27.34,341750.0,341750.0,2019-01-05,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS06,T002,1500,15000.0,28.14,422100.0,422100.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Starter Feed,PS06,T002,1500,5000.0,28.14,140700.0,140700.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS06,T002,1500,10000.0,27.34,273400.0,273400.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS06,F003,1500,2500.0,29.28,73200.0,73200.0,2019-01-06,29.45
7860,7101320.0,IB Ross Broiler Starter Feed,PS06,F003,1500,2500.0,28.14,70350.0,70350.0,2019-01-06,28.12
7860,7101320.0,IB Ross Broiler Finisher Feed,PS06,F003,1500,10000.0,27.34,273400.0,273400.0,2019-01-06,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS06,F001,1500,2500.0,29.28,73200.0,73200.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Finisher Feed,PS06,F001,1500,10000.0,27.34,273400.0,273400.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS06,F001,1500,2500.0,28.14,70350.0,70350.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS06,T001,1500,15000.0,28.14,422100.0,422100.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS06,T001,1500,15000.0,29.28,439200.0,439200.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS06,T001,1500,15000.0,29.28,439200.0,439200.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS08,F003,1500,5000.0,29.02,145100.0,145100.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS08,F003,1500,15000.0,27.9,418500.0,418500.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS08,F003,1500,15000.0,27.1,406500.0,406500.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F011,1500,13300.0,30.18,401394.0,401394.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS18,F011,1500,4700.0,29.24,137428.0,137428.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS18,F011,1500,4050.0,31.5,127575.0,127575.0,2019-01-07,29.98
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F011,1500,8000.0,30.18,241440.0,241440.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Finisher Feed,PS18,F011,1500,5950.0,29.24,173978.0,173978.0,2019-01-07,26.26
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F003,1500,22000.0,30.18,663960.0,663960.0,2019-01-07,28.4
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F004,1500,22000.0,30.18,663960.0,663960.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS18,F004,1500,4000.0,31.5,126000.0,126000.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Finisher Feed,PS18,F004,1500,8000.0,29.24,233920.0,233920.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F004,1500,9000.0,30.18,271620.0,271620.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F001,1500,8000.0,30.18,241440.0,241440.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Finisher Feed,PS18,F001,1500,10000.0,29.24,292400.0,292400.0,2019-01-08,26.76
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS18,F001,1500,4000.0,31.5,126000.0,126000.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Pre-Starter Feed,PS18,F002,1500,4000.0,31.5,126000.0,126000.0,2019-01-08,30.11
7860,7101320.0,IB Ross Broiler Starter Feed,PS18,F002,1500,9000.0,30.18,271620.0,271620.0,2019-01-08,28.54
7860,7101320.0,IB Ross Broiler Finisher Feed,PS18,F002,1500,9000.0,29.24,263160.0,263160.0,2019-01-08,26.76
